Oui	INT	oui
vous	PRO:PER	vous
intéresse	VER:pres	intéresser
,	PUN	,
Permettez	NAM	Permettez
qu'	KON	que
il	PRO:PER	il
assure	VER:pres	assurer
un	DET:ART	un
trône	NOM	trône
à	PRP	à
la	DET:ART	le
princesse	NOM	princesse
,	PUN	,
Et	NOM	Et
que	KON	que
de	PRP	de
cet	PRO:DEM	ce
hymen	NOM	hymen
les	DET:ART	le
favorables	ADJ	favorable
noeuds	NOM	nœud
Remplissent	VER:subi	remplir
sa	DET:POS	son
naissance	NOM	naissance
,	PUN	,
et	KON	et
couronnent	VER:pres	couronner
ses	DET:POS	son
voeux	NOM	vœu
.	SENT	.
Ce	PRO:DEM	ce
traité	NOM	traité
dont	PRO:REL	dont
le	PRO:PER	le
bruit	VER:pres	bruir|bruire
a	VER:pres	avoir
suspendu	VER:pper	suspendre
nos	DET:POS	notre
armes	NOM	arme
Pour	NAM	Pour
son	DET:POS	son
ambition	NOM	ambition
sans	PRP	sans
doute	NOM	doute
a	VER:pres	avoir
quelques	PRO:IND	quelque
charmes	NOM	charme
,	PUN	,
Et	NAM	Et
j'	PRO:PER	je
admire	VER:pres	admirer
en	PRP	en
ton	DET:POS	ton
coeur	NOM	cœur
le	DET:ART	le
généreux	ADJ	généreux
effort	NOM	effort
Qui	NAM	Qui
t'	PRO:PER	te
en	PRO:PER	en
fait	VER:pres	faire
contre	PRP	contre
toi	PRO:PER	toi
solliciter	VER:infi	solliciter
l'	DET:ART	le
accord	NOM	accord
;	PUN	;
Mais	VER:impf	Mais
plus	ADV	plus
de	PRP	de
ta	DET:POS	ton
vertu	NOM	vertu
ce	PRO:DEM	ce
grand	ADJ	grand
effet	NOM	effet
m'	PRO:PER	me
étonne	VER:pres	étonner
,	PUN	,
Moins	VER:pres	Moins
je	PRO:PER	je
puis	ADV	puis
consentir	VER:infi	consentir
à	PRP	à
ce	PRO:DEM	ce
qu'	PRO:REL	que
elle	PRO:PER	elle
t'	PRO:PER	te
ordonne	VER:pres	ordonner
.	SENT	.
Viens	VER:pres	venir
embrasser	VER:infi	embrasser
ton	DET:POS	ton
prince	NOM	prince
,	PUN	,
et	KON	et
quoi	PRO:REL	quoi
qu'	KON	que
on	PRO:PER	on
fasse	VER:subp	faire
enfin	ADV	enfin
,	PUN	,
Laisse	NAM	Laisse
à	PRP	à
mon	DET:POS	mon
amitié	NOM	amitié
le	DET:ART	le
soin	NOM	soin
de	PRP	de
ton	DET:POS	ton
destin	NOM	destin
.	SENT	.
Daignez	VER:pres	daigner
songer	VER:infi	songer
,	PUN	,
seigneur	NOM	seigneur
,	PUN	,
que	KON	que
la	DET:ART	le
gloire	NOM	gloire
où	PRO:REL	où
j'	PRO:PER	je
aspire	VER:pres	aspirer
...	PUN	...
Va	NAM	Va
,	PUN	,
laisse	VER:pres	laisser
-moi	PRO:PER	moi
parler	VER:infi	parler
,	PUN	,
te	PRO:PER	te
dis	VER:pres	dire
-je	PRO:PER	je
,	PUN	,
et	KON	et
te	PRO:PER	te
retire	VER:pres	retirer
;	PUN	;
Ta	VER:simp	Ta
voix	NOM	voix
dans	PRP	dans
ce	PRO:DEM	ce
dessein	NOM	dessein
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
à	PRP	à
consulter	VER:infi	consulter
.	SENT	.
Ah	INT	ah
,	PUN	,
madame	NOM	madame
,	PUN	,
empêchez	VER:pres	empêcher
l'	DET:ART	le
empereur	NOM	empereur
d'	PRP	de
éclater	VER:infi	éclater
.	SENT	.
Je	PRO:PER	je
ne	ADV	ne
le	PRO:PER	le
vois	VER:pres	voir
que	KON	que
trop	ADV	trop
;	PUN	;
l'	DET:ART	le
accord	NOM	accord
qu'	PRO:REL	que
on	PRO:PER	on
nous	PRO:PER	nous
propose	VER:pres	proposer
Du	VER:pper	Du
mépris	NOM	mépris
qui	PRO:REL	qui
nous	PRO:PER	nous
brave	VER:pres	braver
est	VER:pres	être
la	DET:ART	le
secrète	ADJ	secret
cause	NOM	cause
,	PUN	,
Madame	NAM	Madame
,	PUN	,
et	KON	et
de	PRP	de
ma	DET:POS	mon
soeur	NOM	sœur
l'	DET:ART	le
ambitieux	ADJ	ambitieux
projet	NOM	projet
Court	NAM	Court
après	PRP	après
ce	PRO:DEM	ce
faux	ADJ	faux
charme	NOM	charme
,	PUN	,
et	KON	et
n'	ADV	ne
a	VER:pres	avoir
plus	ADV	plus
d'	PRP	de
autre	ADJ	autre
objet	NOM	objet
.	SENT	.
D'	PRP	de
un	DET:ART	un
diadème	NOM	diadème
offert	VER:pper	offrir
l'	DET:ART	le
espérance	NOM	espérance
confuse	ADJ	confus
La	DET:ART	le
livre	NOM	livre
toute	ADV	toute
entière	ADJ	entier
à	PRP	à
l'	DET:ART	le
orgueil	NOM	orgueil
qui	PRO:REL	qui
l'	PRO:PER	la|le
abuse	VER:pres	abuser
,	PUN	,
Et	NAM	Et
laisse	VER:pres	laisser
dédaigner	VER:infi	dédaigner
à	PRP	à
ses	DET:POS	son
sens	NOM	sen|sens
éblouis	VER:pper	éblouir
Le	DET:ART	le
mérite	NOM	mérite
du	PRP:det	du
père	NOM	père
,	PUN	,
et	KON	et
la	DET:ART	le
vertu	NOM	vertu
du	PRP:det	du
fils	NOM	fil|fils
.	SENT	.
Puisqu'il	NAM	Puisqu'il
n'	ADV	ne
est	VER:pres	être
point	ADV	point
de	PRP	de
prix	NOM	prix
trop	ADV	trop
haut	ADJ	haut
pour	PRP	pour
leurs	DET:POS	leur
services	NOM	service
,	PUN	,
De	VER:ppre	De
sa	DET:POS	son
rébellion	NOM	rébellion
cessons	VER:pres	cesser
d'	PRP	de
être	VER:infi	être
complices	NOM	complice
,	PUN	,
Et	NOM	Et
rompant	VER:ppre	rompre
un	DET:ART	un
accord	NOM	accord
trop	ADV	trop
long-temps	ADJ	long-temps
écouté	VER:pper	écouter
,	PUN	,
Par	NAM	Par
l'	DET:ART	le
espoir	NOM	espoir
qui	PRO:REL	qui
l'	PRO:PER	la|le
anime	VER:pres	animer
abattons	VER:pres	abattre
sa	DET:POS	son
fierté	NOM	fierté
.	SENT	.
Seigneur	NOM	seigneur
,	PUN	,
j'	PRO:PER	je
en	PRO:PER	en
crains	VER:pres	craindre
pour	PRP	pour
vous	PRO:PER	vous
un	DET:ART	un
succès	NOM	succès
tout	ADV	tout
contraire	ADJ	contraire
,	PUN	,
En	NOM	En
pensant	VER:ppre	penser
faire	VER:infi	faire
tout	PRO:IND	tout
gardez	VER:pres	garder
de	PRP	de
ne	ADV	ne
rien	ADV	rien
faire	VER:infi	faire
.	SENT	.
Le	DET:ART	le
coeur	NOM	cœur
de	PRP	de
la	DET:ART	le
princesse	NOM	princesse
est	VER:pres	être
altier	ADJ	altier
en	PRP	en
un	DET:ART	un
point	NOM	point
,	PUN	,
Qu'	ADJ	Qu'
il	PRO:PER	il
pourra	VER:futu	pouvoir
perdre	VER:infi	perdre
un	DET:ART	un
trône	NOM	trône
,	PUN	,
et	KON	et
ne	ADV	ne
se	PRO:PER	se
rendre	VER:infi	rendre
point	NOM	point
.	SENT	.
Puis	ADV	puis
qu'	KON	que
aux	PRP:det	au
voeux	NOM	vœu
d'	PRP	de
Alaric	NAM	Alaric
Eucherius	NAM	Eucherius
la	PRO:PER	la
cède	VER:pres	céder
D'	ADJ	D'
un	DET:ART	un
hymen	NOM	hymen
qui	PRO:REL	qui
l'	PRO:PER	la|le
éloigne	VER:pres	éloigner
essayez	VER:pres	essayer|essayer
le	DET:ART	le
remède	NOM	remède
;	PUN	;
L'	DET:ART	le
absence	NOM	absence
sur	PRP	sur
l'	DET:ART	le
amour	NOM	amour
a	VER:pres	avoir
beaucoup	ADV	beaucoup
de	PRP	de
pouvoir	NOM	pouvoir
,	PUN	,
Et	VER:subi	Et
l'	PRO:PER	la|le
on	PRO:PER	on
cesse	VER:pres	cesser
d'	PRP	de
aimer	VER:infi	aimer
quand	KON	quand
on	PRO:PER	on
cesse	VER:pres	cesser
de	PRP	de
voir	VER:infi	voir
.	SENT	.
Ce	PRO:DEM	ce
remède	NOM	remède
est	VER:pres	être
trop	ADV	trop
dur	ADJ	dur
pour	KON	pour
vous	PRO:PER	vous
en	PRO:PER	en
oser	VER:infi	oser
croire	VER:infi	croire
,	PUN	,
Il	NAM	Il
blesse	VER:pres	blesser
Eucherius	NAM	Eucherius
comme	KON	comme
il	PRO:PER	il
trahit	VER:pres	trahir
ma	DET:POS	mon
gloire	NOM	gloire
.	SENT	.
Quand	KON	quand
l'	DET:ART	le
effet	NOM	effet
pour	PRP	pour
sa	DET:POS	son
flamme	NOM	flamme
en	PRO:PER	en
serait	VER:cond	être
moins	ADV	moins
douteux	ADJ	douteux
,	PUN	,
Voyez	VER:pres	voir
ce	PRO:DEM	ce
que	PRO:REL	que
pour	PRP	pour
moi	PRO:PER	moi
la	DET:ART	le
paix	NOM	paix
a	VER:pres	avoir
de	PRP	de
honteux	ADJ	honteux
.	SENT	.
Pouvez	VER:pres	pouvoir
-vous	PRO:PER	vous
m'	PRO:PER	me
y	PRO:PER	y
porter	VER:infi	porter
sans	PRP	sans
vouloir	VER:infi	vouloir
qu'	KON	que
on	PRO:PER	on
déclare	VER:pres	déclarer
Que	VER:pper	Que
sous	PRP	sous
Honorius	NAM	Honorius
Rome	NAM	Rome
a	VER:pres	avoir
craint	VER:pper	craindre
un	DET:ART	un
barbare	ADJ	barbare
,	PUN	,
Et	NOM	Et
qu'	KON	que
un	DET:ART	un
Goth	NAM	Goth
insolent	ADJ	insolent
,	PUN	,
qu'	PRO:REL	que
elle	PRO:PER	elle
dût	VER:subi	devoir
accabler	VER:infi	accabler
,	PUN	,
A	PRP	à
trouvé	VER:pper	trouver
les	DET:ART	le
moyens	NOM	moyen
de	PRP	de
la	PRO:PER	la
faire	VER:infi	faire
trembler	VER:infi	trembler
?	SENT	?
Épargnons	VER:pres	épargner
à	PRP	à
sa	DET:POS	son
gloire	NOM	gloire
une	DET:ART	un
telle	NOM	tel
bassesse	NOM	bassesse
,	PUN	,
Et	NOM	Et
pour	PRP	pour
rendre	VER:infi	rendre
...	PUN	...
Seigneur	NAM	Seigneur
,	PUN	,
j'	PRO:PER	je
aperçois	VER:pres	apercevoir
la	DET:ART	le
princesse	NOM	princesse
,	PUN	,
Souffrez	NAM	Souffrez
que	KON	que
je	PRO:PER	je
vous	PRO:PER	vous
quitte	VER:pres	quitter
;	PUN	;
en	PRP	en
de	PRP	de
tels	PRO:DEM	tel
intérêts	NOM	intérêt
Il	NOM	Il
faut	VER:pres	falloir
pour	PRP	pour
s'	PRO:PER	se
expliquer	VER:infi	expliquer
des	PRP:det	du
entretiens	NOM	entretien
secrets	ADJ	secret
.	SENT	.
Ma	DET:POS	mon
soeur	NOM	sœur
,	PUN	,
jusques	PRP	jusques
ici	ADV	ici
j'	PRO:PER	je
ai	VER:pres	avoir
voulu	VER:pper	vouloir
me	PRO:PER	me
défendre	VER:infi	défendre
Des	VER:pper	Des
sentiments	NOM	sentiment
d'	PRP	de
aigreur	NOM	aigreur
que	PRO:REL	que
vous	PRO:PER	vous
me	PRO:PER	me
faites	VER:pres	faire
prendre	VER:infi	prendre
,	PUN	,
Et	NOM	Et
vu	VER:pper	voir
sans	PRP	sans
éclater	VER:infi	éclater
qu'	KON	que
un	DET:ART	un
indigne	ADJ	indigne
mépris	NOM	mépris
Des	VER:subi	Des
soins	NOM	soin
d'	PRP	de
Eucherius	NAM	Eucherius
ait	VER:subp	avoir
été	VER:pper	être
le	DET:ART	le
seul	ADJ	seul
prix	NOM	prix
.	SENT	.
Vous	PRO:PER	vous
pouviez	VER:impf	pouvoir
ignorer	VER:infi	ignorer
que	KON	que
dans	PRP	dans
cette	PRO:DEM	ce
entreprise	NOM	entreprise
Par	NAM	Par
un	DET:ART	un
appui	NOM	appui
secret	ADJ	secret
mon	DET:POS	mon
aveu	NOM	aveu
l'	PRO:PER	la|le
autorise	VER:pres	autoriser
,	PUN	,
Que	VER:simp	Que
lui	PRO:PER	lui
seul	ADJ	seul
de	PRP	de
sa	DET:POS	son
flamme	NOM	flamme
a	VER:pres	avoir
fait	VER:pper	faire
naître	VER:infi	naître
l'	DET:ART	le
espoir	NOM	espoir
;	PUN	;
Mais	VER:impf	Mais
enfin	ADV	enfin
aujourd'hui	ADV	aujourd'hui
qu'	KON	que
on	PRO:PER	on
vous	PRO:PER	vous
l'	PRO:PER	la|le
a	VER:pres	avoir
fait	VER:pper	faire
savoir	VER:infi	savoir
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
saurais	VER:cond	savoir
souffrir	VER:infi	souffrir
qu'	KON	que
un	DET:ART	un
refus	NOM	refus
téméraire	ADJ	téméraire
Repousse	NOM	repousse
avec	PRP	avec
audace	NOM	audace
un	DET:ART	un
choix	NOM	choix
qui	PRO:REL	qui
m'	PRO:PER	me
a	VER:pres	avoir
su	VER:pper	savoir
plaire	VER:infi	plaire
,	PUN	,
Et	NOM	Et
comme	KON	comme
en	PRP	en
le	DET:ART	le
bravant	VER:ppre	braver
c'	PRO:DEM	ce
est	VER:pres	être
moi	PRO:PER	moi
que	PRO:REL	que
vous	PRO:PER	vous
bravez	VER:pres	braver
,	PUN	,
J'	NAM	J'
apprends	VER:pres	apprendre
de	PRP	de
votre	DET:POS	votre
orgueil	NOM	orgueil
ce	PRO:DEM	ce
que	PRO:REL	que
vous	PRO:PER	vous
me	PRO:PER	me
devez	VER:pres	devoir
.	SENT	.
S'	PRO:PER	se
il	PRO:PER	il
soutient	VER:pres	soutenir
trop	ADV	trop
en	PRP	en
vous	PRO:PER	vous
la	DET:ART	le
dignité	NOM	dignité
suprême	ADJ	suprême
,	PUN	,
Il	NAM	Il
expose	VER:pres	exposer
à	PRP	à
mes	DET:POS	mon
yeux	NOM	œil
les	DET:ART	le
droits	NOM	droit
du	PRP:det	du
diadème	NOM	diadème
,	PUN	,
Et	NAM	Et
me	PRO:PER	me
force	VER:pres	forcer
de	PRP	de
voir	VER:infi	voir
que	KON	que
rien	ADV	rien
ne	ADV	ne
doit	VER:pres	devoir
borner	VER:infi	borner
Les	DET:ART	le
ordres	NOM	ordre
absolus	VER:pper	absoudre
que	KON	que
je	PRO:PER	je
vous	PRO:PER	vous
puis	ADV	puis
donner	VER:infi	donner
;	PUN	;
Que	NAM	Que
quoi	PRO:REL	quoi
qu'	KON	que
un	DET:ART	un
même	ADJ	même
sang	NOM	sang
nous	PRO:PER	nous
ait	VER:subp	avoir
tous	PRO:IND	tout
deux	NUM	deux
fait	VER:pres	faire
naître	VER:infi	naître
,	PUN	,
Qui	NAM	Qui
ne	ADV	ne
parle	VER:pres	parler
qu'	ADV	qu'
en	PRP	en
frère	NOM	frère
a	VER:pres	avoir
droit	ADJ	droit
d'	PRP	de
agir	VER:infi	agir
en	PRP	en
maître	NOM	maître
,	PUN	,
Et	NOM	Et
que	KON	que
le	DET:ART	le
rang	NOM	rang
auguste	ADJ	auguste
où	PRO:REL	où
je	PRO:PER	je
me	PRO:PER	me
vois	VER:pres	voir
monté	VER:pper	monter
Pour	NOM	Pour
régler	VER:infi	régler
mes	DET:POS	mon
projets	NOM	projet
n'	ADV	ne
a	VER:pres	avoir
que	KON	que
ma	DET:POS	mon
volonté	NOM	volonté
.	SENT	.
Je	PRO:PER	je
sais	VER:pres	savoir
ce	PRO:DEM	ce
qu'	PRO:REL	que
entre	PRP	entre
nous	PRO:PER	nous
,	PUN	,
quoi	PRO	quoi
qu'	ADV	qu'
égaux	ADJ	égal
de	PRP	de
naissance	NOM	naissance
,	PUN	,
L'	DET:ART	le
avantage	NOM	avantage
du	PRP:det	du
trône	NOM	trône
a	VER:pres	avoir
mis	VER:pper	mettre
de	PRP	de
différence	NOM	différence
,	PUN	,
Et	VER:impf	Et
je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
lui	PRO:PER	lui
rendre	VER:infi	rendre
un	DET:ART	un
hommage	NOM	hommage
plus	ADV	plus
grand	ADJ	grand
Que	VER:pper	Que
d'	PRP	de
asservir	VER:infi	asservir
mon	DET:POS	mon
coeur	NOM	cœur
aux	PRP:det	au
respects	NOM	respect
qu'	PRO:REL	que
il	PRO:PER	il
vous	PRO:PER	vous
rend	VER:pres	rendre
;	PUN	;
Mais	NAM	Mais
,	PUN	,
seigneur	NOM	seigneur
,	PUN	,
s'	PRO:PER	se
il	PRO:PER	il
est	VER:pres	être
vrai	ADJ	vrai
que	KON	que
l'	DET:ART	le
amour	NOM	amour
et	KON	et
la	DET:ART	le
haine	NOM	haine
D'	ADJ	D'
un	DET:ART	un
aveugle	NOM	aveugle
penchant	ADJ	penchant
soient	VER:subp	être
la	DET:ART	le
suite	NOM	suite
certaine	ADJ	certain
,	PUN	,
Ces	VER:simp	Ces
mouvements	NOM	mouvement
secrets	ADJ	secret
qui	PRO:REL	qui
naissent	VER:pres	naître
malgré	PRP	malgré
nous	PRO:PER	nous
Sont	VER:futu	Sont
des	PRP:det	du
droits	NOM	droit
dont	PRO:REL	dont
sans	PRP	sans
crime	NOM	crime
il	PRO:PER	il
peut	VER:pres	pouvoir
être	VER:infi	être
jaloux	ADJ	jaloux
.	SENT	.
Comme	ADV	comme
votre	DET:POS	votre
aveu	NOM	aveu
seul	ADJ	seul
les	PRO:PER	la|le
doit	VER:pres	devoir
laisser	VER:infi	laisser
paraître	VER:infi	paraître
,	PUN	,
Votre	NAM	Votre
ordre	NOM	ordre
ne	ADV	ne
peut	VER:pres	pouvoir
rien	ADV	rien
pour	PRP	pour
les	DET:ART	le
y	PRO:PER	y
faire	VER:infi	faire
naître	VER:infi	naître
,	PUN	,
Et	VER:infi	Et
ce	PRO:DEM	ce
coeur	NOM	cœur
dont	PRO:REL	dont
on	PRO:PER	on
cherche	VER:pres	chercher
à	PRP	à
confondre	VER:infi	confondre
l'	DET:ART	le
espoir	NOM	espoir
,	PUN	,
S'	ADJ	S'
il	PRO:PER	il
ne	ADV	ne
se	PRO:PER	se
donne	VER:pres	donner
pas	ADV	pas
,	PUN	,
a	VER:pres	avoir
peine	NOM	peine
à	PRP	à
se	PRO:PER	se
devoir	VER:infi	devoir
.	SENT	.
Qu'	KON	que
a	VER:pres	avoir
fait	VER:pper	faire
d'	PRP	de
Eucherius	NAM	Eucherius
la	DET:ART	le
passion	NOM	passion
extrême	ADJ	extrême
Que	VER:pper	Que
de	PRP	de
presser	VER:infi	presser
ce	PRO:DEM	ce
coeur	NOM	cœur
de	PRP	de
se	PRO:PER	se
donner	VER:infi	donner
soi	PRO:PER	soi
-même	ADJ	même
,	PUN	,
Et	NOM	Et
si	KON	si
de	PRP	de
cet	PRO:DEM	ce
espoir	NOM	espoir
il	PRO:PER	il
pouvait	VER:impf	pouvoir
se	PRO:PER	se
flatter	VER:infi	flatter
,	PUN	,
Quels	NOM	Quels
plus	ADV	plus
profonds	ADJ	profond
respects	NOM	respect
l'	PRO:PER	la|le
auraient	VER:cond	avoir
pu	VER:pper	pouvoir
mériter	VER:infi	mériter
?	SENT	?
Vous	PRO:PER	vous
l'	PRO:PER	la|le
avez	VER:pres	avoir
vu	VER:pper	voir
cent	NUM	cent
fois	NOM	foi|fois
dans	PRP	dans
l'	DET:ART	le
ardeur	NOM	ardeur
qui	PRO:REL	qui
l'	PRO:PER	la|le
engage	VER:pres	engager
De	VER:pper	De
sa	DET:POS	son
flamme	NOM	flamme
à	PRP	à
vos	DET:POS	votre
pieds	NOM	pied
porter	VER:infi	porter
le	DET:ART	le
pur	ADJ	pur
hommage	NOM	hommage
,	PUN	,
Et	VER:simp	Et
n'	ADV	ne
opposer	VER:infi	opposer
jamais	ADV	jamais
à	PRP	à
vos	DET:POS	votre
cruels	ADJ	cruel
refus	NOM	refus
Qu'	ADJ	Qu'
une	DET:ART	un
plainte	NOM	plainte
étouffée	ADJ	étouffé|étouffée
,	PUN	,
ou	KON	ou
des	PRP:det	du
soupirs	NOM	soupir
confus	ADJ	confus
.	SENT	.
S'	PRO:PER	se
il	PRO:PER	il
n'	ADV	ne
avait	VER:impf	avoir
que	ADV	que
mon	DET:POS	mon
coeur	NOM	cœur
à	PRP	à
son	DET:POS	son
espoir	NOM	espoir
contraire	ADJ	contraire
,	PUN	,
Il	NOM	Il
pourrait	VER:cond	pouvoir
obtenir	VER:infi	obtenir
le	DET:ART	le
don	NOM	don
que	PRO:REL	que
j'	PRO:PER	je
en	PRO:PER	en
puis	ADV	puis
faire	VER:infi	faire
;	PUN	;
Mais	VER:impf	Mais
ce	PRO:DEM	ce
coeur	NOM	cœur
qu'	KON	que
en	PRP	en
secret	ADJ	secret
le	DET:ART	le
vrai	ADJ	vrai
mérite	NOM	mérite
émeut	VER:pres	émouvoir
,	PUN	,
Ne	NAM	Ne
s'	PRO:PER	se
ose	VER:pres	oser
pas	ADV	pas
toujours	ADV	toujours
permettre	VER:infi	permettre
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
veut	VER:pres	vouloir
.	SENT	.
Quelque	PRO:IND	quelque
doux	ADJ	doux
sentiment	NOM	sentiment
qui	PRO:REL	qui
tâche	VER:pres	tâcher
à	PRP	à
le	PRO:PER	le
surprendre	VER:infi	surprendre
,	PUN	,
Il	NAM	Il
consulte	VER:pres	consulter
ma	DET:POS	mon
gloire	NOM	gloire
avant	PRP	avant
que	PRO:REL	que
de	PRP	de
se	PRO:PER	se
rendre	VER:infi	rendre
,	PUN	,
Et	NAM	Et
quand	KON	quand
son	DET:POS	son
intérêt	NOM	intérêt
l'	PRO:PER	la|le
oblige	VER:pres	obliger
à	PRP	à
l'	PRO:PER	la|le
étouffer	VER:infi	étouffer
,	PUN	,
Il	NAM	Il
la	PRO:PER	la
respecte	VER:pres	respecter
assez	ADV	assez
pour	PRP	pour
n'	ADV	ne
en	PRP	en
pas	ADV	pas
triompher	VER:infi	triompher
.	SENT	.
De	PRP	de
votre	DET:POS	votre
gloire	NOM	gloire
en	PRP	en
vain	ADJ	vain
le	DET:ART	le
charme	NOM	charme
vous	PRO:PER	vous
abuse	VER:pres	abuser
,	PUN	,
Votre	NAM	Votre
coeur	NOM	cœur
fait	VER:pres	faire
le	DET:ART	le
crime	NOM	crime
,	PUN	,
elle	PRO:PER	elle
preste	ADJ	preste
l'	DET:ART	le
excuse	NOM	excuse
;	PUN	;
L'	DET:ART	le
éclat	NOM	éclat
qu'	PRO:REL	que
elle	PRO:PER	elle
en	PRO:PER	en
attend	VER:pres	attendre
,	PUN	,
et	KON	et
qu'	PRO:REL	que
il	PRO:PER	il
craint	VER:pres	craindre
de	PRP	de
trahir	VER:infi	trahir
,	PUN	,
Se	VER:infi	Se
hasarde-t-il	NOM	hasarde-t-il
moins	ADV	moins
à	PRP	à
me	PRO:PER	me
désobéir	VER:infi	désobéir
?	SENT	?
Quoi	PRO	quoi
que	KON	que
dans	PRP	dans
cet	PRO:DEM	ce
hymen	NOM	hymen
vous	PRO:PER	vous
crûssiez	VER:subi	croître
voir	VER:infi	voir
de	PRP	de
lâche	ADJ	lâche
,	PUN	,
L'	DET:ART	le
aveu	NOM	aveu
que	PRO:REL	que
je	PRO:PER	je
lui	PRO:PER	lui
donne	VER:pres	donner
en	PRO:PER	en
purgerait	VER:cond	purger
la	DET:ART	le
tache	NOM	tache
,	PUN	,
Et	NOM	Et
pour	PRP	pour
un	DET:ART	un
bon	ADJ	bon
sujet	NOM	sujet
qui	PRO:REL	qui
respecte	VER:pres	respecter
les	DET:ART	le
dieux	NOM	dieu
,	PUN	,
L'	DET:ART	le
ordre	NOM	ordre
du	PRP:det	du
souverain	NOM	souverain
est	VER:pres	être
toujours	ADV	toujours
glorieux	ADJ	glorieux
.	SENT	.
Mais	KON	mais
sur	PRP	sur
quel	PRO:REL	quel
plus	ADV	plus
beau	ADJ	beau
choix	NOM	choix
auriez	VER:cond	avoir
-vous	PRO:PER	vous
pu	VER:pper	pouvoir
me	PRO:PER	me
croire	VER:infi	croire
?	SENT	?
Jamais	ADV	jamais
plus	ADV	plus
de	PRP	de
vertu	NOM	vertu
ne	ADV	ne
soutint	VER:simp	soutenir
plus	ADV	plus
de	PRP	de
gloire	NOM	gloire
.	SENT	.
Stilicon	NOM	Stilicon
que	PRO:REL	que
toujours	ADV	toujours
ont	VER:pres	avoir
craint	VER:pper	craindre
nos	DET:POS	notre
ennemis	NOM	ennemi
,	PUN	,
Se	VER:simp	Se
verrait	VER:cond	voir
sans	PRP	sans
égal	ADJ	égal
s'	KON	si
il	PRO:PER	il
n'	ADV	ne
avait	VER:impf	avoir
point	ADV	point
de	PRP	de
fils	NOM	fil|fils
.	SENT	.
De	PRP	de
mille	NUM	mille
exploits	NOM	exploit
fameux	ADJ	fameux
le	DET:ART	le
superbe	ADJ	superbe
avantage	NOM	avantage
En	VER:subi	En
tous	PRO:IND	tout
lieux	NOM	lieu
à	PRP	à
l'	DET:ART	le
envi	ADV	envi
fait	VER:pres	faire
briller	VER:infi	briller
leur	DET:POS	leur
courage	NOM	courage
.	SENT	.
Est	VER:pres	être
-ce	PRO:DEM	ce
pour	PRP	pour
mériter	VER:infi	mériter
vos	DET:POS	votre
indignes	ADJ	indigne
refus	NOM	refus
?	SENT	?
J'	PRO:PER	je
estime	VER:pres	estimer
Stilicon	NAM	Stilicon
,	PUN	,
j'	PRO:PER	je
estime	VER:pres	estimer
Eucherius	NAM	Eucherius
,	PUN	,
J'	NAM	J'
estime	VER:pres	estimer
en	PRP	en
tous	PRO:IND	tout
les	DET:ART	le
deux	NUM	deux
la	DET:ART	le
vertu	NOM	vertu
qu'	PRO:REL	que
on	PRO:PER	on
m'	PRO:PER	me
oppose	VER:pres	opposer
,	PUN	,
Mais	VER:impf	Mais
j'	PRO:PER	je
estime	VER:pres	estimer
encore	ADV	encore
plus	ADV	plus
le	DET:ART	le
sang	NOM	sang
de	PRP	de
Théodose	NAM	Théodose
,	PUN	,
Et	NOM	Et
périrais	VER:cond	périr
plutôt	ADV	plutôt
qu'	KON	que
on	PRO:PER	on
me	PRO:PER	me
vît	VER:subi	voir
consentir	VER:infi	consentir
Au	VER:futu	Au
moindre	ADJ	moindre
abaissement	NOM	abaissement
qui	PRO:REL	qui
pût	VER:subi	pouvoir
le	PRO:PER	le
démentir	VER:infi	démentir
.	SENT	.
Je	PRO:PER	je
l'	PRO:PER	la|le
ai	VER:pres	avoir
donc	ADV	donc
démenti	VER:pper	démentir
,	PUN	,
quand	KON	quand
épousant	VER:ppre	épouser
sa	DET:POS	son
fille	NOM	fille
J'	NAM	J'
ai	VER:pres	avoir
mis	VER:pper	mettre
par	PRP	par
cet	PRO:DEM	ce
hymen	NOM	hymen
le	DET:ART	le
trône	NOM	trône
en	PRP	en
sa	DET:POS	son
famille	NOM	famille
,	PUN	,
Et	VER:ppre	Et
l'	DET:ART	le
orgueil	NOM	orgueil
qui	PRO:REL	qui
vous	PRO:PER	vous
fait	VER:pres	faire
dédaigner	VER:infi	dédaigner
un	DET:ART	un
beau	ADJ	beau
feu	ADJ	feu
Est	NOM	Est
de	PRP	de
ma	DET:POS	mon
lâcheté	NOM	lâcheté
le	DET:ART	le
secret	ADJ	secret
désaveu	NOM	désaveu
?	SENT	?
À	PRP	à
qui	PRO:REL	qui
que	KON	que
votre	DET:POS	votre
choix	NOM	choix
se	PRO:PER	se
fut	VER:simp	être
rendu	VER:pper	rendre
propice	ADJ	propice
,	PUN	,
Vous	NOM	Vous
eussiez	VER:subi	avoir
pu	VER:pper	pouvoir
,	PUN	,
seigneur	NOM	seigneur
,	PUN	,
faire	VER:infi	faire
une	DET:ART	un
impératrice	NOM	impératrice
,	PUN	,
Mais	NAM	Mais
si	KON	si
d'	PRP	de
Eucherius	NAM	Eucherius
j'	PRO:PER	je
ose	VER:pres	oser
flatter	VER:infi	flatter
l'	DET:ART	le
